fundNo,fundName
SD2228,海纳华（上海）股权投资基金合伙企业（有限合伙）
SD2241,善渡基金聚诚文正苑项目
SD2249,黑龙江省大正利达股权投资企业（有限合伙）
SD2274,深圳市前海倚锋太和股权投资基金企业（有限合伙）
SD2287,扬州英飞尼迪创业投资中心（有限合伙）
SD2294,北京中源鑫融投资管理中心（有限合伙）
SD2295,深圳市倚锋成长创业投资基金合伙企业（有限合伙）
SD2298,中企汇鑫南京股权投资基金中心（有限合伙）
SD2311,常州常以创业投资中心（有限合伙）
SD2313,宿迁英飞尼迪创业投资中心（有限合伙）
SD2314,南京英飞尼迪三胞紫金创业投资中心（有限合伙）
SD2328,上海杨浦盛维创业投资企业（有限合伙）
SD2329,厦门中和致信创业投资合伙企业（有限合伙）
SD2334,北京凤凰财富成长投资中心（有限合伙）
SD2341,上海领锐创业投资有限公司
SD2366,杭州联创永源股权投资合伙企业（有限合伙）
SD2367,杭州联创永润投资合伙企业（有限合伙）
SD2373,上海仁和智本临平投资合伙企业（有限合伙）
SD2375,深圳市高特佳瑞富投资合伙企业（有限合伙）
SD2376,深圳市高特佳融辉投资合伙企业（有限合伙）
SD2377,深圳市高特佳永辉投资合伙企业（有限合伙）
SD2381,上海宝聿股权投资合伙企业（有限合伙）
SD2382,上海磐石容银创业投资有限公司
SD2386,上海上创信德创业投资有限公司
SD2389,上海豪石方德股权投资基金合伙企业
SD2391,深圳市高特佳精选成长投资合伙企业
SD2392,深圳市高特佳精选恒富投资合伙企业（有限合伙）
SD2400,新疆聚源祥瑞股权投资有限合伙企业
SD2405,上海豪石明势投资中心
SD2411,浙江浙商产业投资基金合伙企业（有限合伙）
SD2440,深圳市高特佳瑞佳投资合伙企业（有限合伙）
SD2448,上海商投磐石创业投资合伙企业（有限合伙）
SD2460,太原藏山投资管理部
SD2461,太原京博投资企业
SD2462,太原新博投资企业
SD2463,太原远科投资企业
SD2467,青岛信鹏投资合伙企业（有限合伙）
SD2468,青岛信晨投资基金合伙企业（有限合伙）
SD2525,青岛淳信股权投资基金（有限合伙）
SD2531,佛山乐意鸿利股权投资行（有限合伙）
SD2541,苏州汉鼎弘瑞创业投资合伙企业（有限合伙）
SD2542,北京格雷成长资产管理中心（有限合伙）
SD2545,北京长城民星城镇化建设投资基金（有限合伙）
SD2546,北京长城民盛中小企业股权投资基金（有限合伙）
SD2553,绵阳威盛创新创业股权投资基金
SD2560,苏州衡赢真盛创业投资中心（有限合伙）
SD2578,上海古美盛合创业投资中心（有限合伙）
SD2590,中南精选&#40;天津市&#41;医药产业股权投资基金合伙企业&#40;有限合伙&#41;
SD2592,上海复卿实业投资中心（有限合伙）
SD2600,佛山乐意添富股权投资行（有限责任合伙）
SD2605,北京君荣资本运营中心（有限合伙）
SD2606,北京长华投资基金（有限合伙）
SD2608,太原晋博投资企业
SD2610,佛山乐意鸿福股权投资中心（有限合伙）
SD2616,上海金融发展投资基金
SD2618,建银文化产业股权投资基金（天津）有限公司
SD2619,苏州汉鼎弘元创业投资合伙企业（有限合伙）
SD2621,杭州德同创业投资合伙企业（有限合伙）
﻿SD2624,中南成长&#40;天津市&#41;股权投资基金合伙企业&#40;有限合伙&#41;
SD2647,深圳市达富创基投资合伙企业（有限合伙）
SD2656,苏州富丽东方能源股权投资企业（有限合伙）
SD2659,深圳市鼎恒瑞沣投资企业（有限合伙）
SD2660,四川中物创业投资有限公司
SD2662,上海秉原吉股权投资发展中心（有限合伙）
SD2668,北京格雷兴盛资产管理中心（有限合伙）
SD2671,苏州富丽泰泓投资企业（有限合伙）
SD2692,融德信（天津）投资咨询合伙企业（有限合伙）
SD2706,武汉斐然源通中以科技股权投资基金合伙企业(有限合伙)
SD2730,凯雷复星（上海）股权投资基金企业（有限合伙）
SD2731,湖南湖大海捷津杉创业投资有限公司
SD2756,安衡基金
SD2789,福建华兴漳发创业投资有限公司
SD2790,福建华兴新兴创业投资有限公司
SD2814,海南险峰华兴长青投资中心（有限合伙）
SD2817,上海德澄股权投资有限公司
SD2818,上海明辉股权投资合伙企业（有限合伙）
SD2869,安坚基金
SD2910,宁波睿思股权投资合伙企业（有限合伙）
SD2981,北京恒银腾信投资管理中心（有限合伙）
SD3185,深圳市鼎恒瑞吉投资企业（有限合伙）
SD3186,上海鼎晖创泰创业投资中心（有限合伙）
SD3187,苏州南丰长祥股权投资合伙企业（有限合伙）
SD3192,河北燕郊燕胜创业投资有限公司
SD3193,苏州分享高新医疗产业创业投资企业（有限合伙）
SD3198,上海中嘉兴华创业投资合伙企业（有限合伙）
SD3200,苏州富丽启康投资企业（有限合伙）
SD3222,春华秋实（天津）股权投资合伙企业（有限合伙）
SD3223,深圳市金华泰投资合伙企业（有限合伙）
SD3224,北京鼎晖维鑫创业投资中心（有限合伙）
SD3241,上海景嘉创业接力创业投资中心（有限合伙）
SD3256,广州海汇成长创业投资中心
SD3413,北京华胜天成低碳产业创业投资中心（有限合伙）
SD3660,上海小村创业投资合伙企业（有限合伙）
SD3670,苏州富丽高新投资企业（有限合伙）
SD3671,苏州富丽明康投资企业（有限合伙）
SD3678,北京鼎晖维森创业投资中心（有限合伙）
SD3694,深圳市鼎恒瑞智投资企业（有限合伙）
SD3697,天津海胜腾飞投资合伙企业（有限合伙）
SD3704,重庆联创共富一期股权投资企业（有限合伙）
SD3740,珠海横琴昆仑鼎信一号投资中心（有限合伙）
SD3746,北京众和成长投资中心（有限合伙）
SD3748,天津德盛源股权投资合伙企业（有限合伙）
SD3782,苏州创东方富诚投资企业（有限合伙）
SD3805,苏州辉宏原油股权投资企业（有限合伙）
SD3910,深圳市悦享财富创业投资企业（有限合伙）
SD3934,福建华兴润明创业投资有限公司
SD3942,北京中矿联合投资基金（有限合伙）
SD3964,福建华兴创业投资有限公司
SD3993,西藏险峰华兴长青投资有限公司
SD4007,汇祥宏界（天津）创业投资合伙企业（有限合伙）
SD4009,海祥镒泰（天津）创业投资合伙企业（有限合伙）
SD4033,福建省华科创业投资有限公司
SD4035,上海雅时汇投资中心（有限合伙）
SD4075,苏州恒融创业投资有限公司
SD4083,交银国际一期（上海）股权投资基金合伙企业（有限合伙）
SD4131,天津中盛成长股权投资合伙企业&#40;有限合伙&#41;
SD4233,重庆德太一期股权投资合伙企业（有限合伙）
SD4234,上海德太增长同步股权投资合伙企业（有限合伙）
SD4268,深圳市鼎恒瑞祥投资企业（有限合伙）
SD4297,深圳市中南成长投资合伙企业（有限合伙）
SD4437,福建省大同创业投资有限公司
SD4467,北京长富投资基金（有限合伙）
SD6069,上海德太一期股权投资合伙企业（有限合伙）
SD6180,上海平安鼎创一期股权投资基金合伙企业（有限合伙）
SD6203,上海创丰麦迪克创业投资合伙企业（有限合伙）
SD6232,上海康恩股权投资基金合伙企业&#40;有限合伙&#41;
SD6263,华软创业投资无锡合伙企业（有限合伙）
SD6274,北京永安幸福投资中心（有限合伙）
SD6287,北京中关村创业投资发展有限公司
SD6298,上海秉鸿峰汇投资发展中心（有限合伙）
SD6300,佛山市凯鼎长盛创业投资企业（有限合伙）
SD6319,上海盛联投资发展中心&#40;有限合伙&#41;
SD6324,珠海普罗股权投资基金（有限合伙）
SD6327,天津金镒泰股权投资基金合伙企业（有限合伙）
SD6343,上海稳佳投资中心（有限合伙）
SD6345,上海岑益投资合伙企业&#40;有限合伙&#41;
SD6376,重庆优势雁鸣湖旅游投资合伙企业（有限合伙）
SD6387,金粟股权投资基金（天津）合伙企业（有限合伙）
SD6740,北京中源兴融投资管理中心（有限合伙）
SD6789,福建华兴龙腾创业投资有限公司
SE1110,中信信托睿策2期证券投资集合资金信托计划
SE1148,华润信托宏创1期集合资金信托计划
SE1378,粤财信托-融智潮商组合宝1期集合资金信托计划
SE1486,厦门信托.恒信盈创成长1期集合资金信托计划
SE1545,外贸信托汇鑫6号
SE1618,粤财信托银石3号
SE1628,外贸信托睿策量化1期集合资金信托计划
SE1630,中信信托睿策1期证券投资集合资金信托计划
SE1635,中融—知几合伙量化对冲一期证券投资集合资金信托计划
SE1671,紫鑫三号证券投资集合资金信托计划
SE1672,恒天紫鑫一号证券投资集合资金信托计划
SE1675,紫鑫一号证券投资分级集合资金信托计划
SE1714,紫鑫五号证券投资集合资金信托计划
SN6003,外贸信托 华夏财富阿尔法1号集合资金信托计划
SN6120,汇势通1号（长安投资60号）证券投资集合资金信托计划
SN6121,长安信托汇势通纯债投资2期
SN6233,中信信托—广金成长3期
SN6234,粤财信托—广金成长
﻿SN6235,粤财信托—广金昂立
SN6299,兴业信托天弓2号证券投资集合资金信托计划
SN6301,中金-云信私募工厂之杠杆精灵
SN6302,厦门国际信托有限公司聚金星一号新型结构化证券投资集合资金信托计划
SN6303,云信-海通私募稳赢2号证券投资集合资金信托计划
SN6319,	 厦门信托悦众同金证券投资集合资金信托计划
SN6320,中融-资财基金1号
SN6328,东莞信托·汇信-金百合2号集合资金信托计划
SN6329,东莞信托·汇信-金百合1号集合资金信托计划
SN6364,紫鑫二号证券投资分级集合资金信托计划
SN6379,银垒成长一号
SN6399,新余金汇鼎圣投资管理中心（有限合伙）
SN6463,汇祥镒泰（天津）投资合伙企业（有限合伙）
SN6480,华宝-彩瑞五期
SN6481,中信信托-彩瑞3期
SN6666, 中信信托·富民1期证券投资集合资金信托计划
SN6682,万银.安吉公路建设投资基金
SN6683,万银.长兴政府综合物流园区投资基金
SN6774,上海复邦鑫业投资中心（有限合伙）
SN6794,华富-交行-富溢-古木商品期货对冲策略分级资产管理计划
SN6795,长安基金公司-工行-长安古木1号分级资产管理计划
SN6872,厦门信托-鑫富越中华1号集合资金信托计划
SN6873,厦门信托-鑫富越中华2号集合资金信托计划
SN6874,兴业信托-鑫富越1号证券投资集合资金信托计划
SN6875,平安罗素-鑫富越1号集合资金信托计划
SN6876,东莞信托·汇信-鑫富越稳健1号集合资金信托计划
SN7083,义乌歌斐广枫投资合伙企业（有限合伙）
SN7133,兴业信托银石1期
SN7134,外贸信托银石2期
SN7135,粤财信托银石6期
SN7136,粤财信托银石5期
SN7137,华润信托·枫岭1期证券投资集合资金信托计划
SN7162,兴业信托*友恒成长一期证券投资集合资金信托计划
SN7187,粤财-如石集合资金信托计划
SN7188,华鑫信托-呈瑞优势1期证券投资集合资金信托计划
SN7189,兴业信托-呈瑞1期证券投资集合资金信托计划
SN7190,兴业信托-呈瑞6期证券投资集合资金信托计划
SN7191,华宝信托-呈瑞5期证券投资集合资金信托计划
SN7192,华宝信托-呈瑞4期证券投资集合资金信托计划
SN7193,华宝信托-呈瑞3期证券投资集合资金信托计划
SN7194,兴业信托-呈瑞2期证券投资集合资金信托计划
SN7195,西安信托-呈瑞价值1期证券投资集合资金信托计划
SN7203,山西信托.恒复趋势1号证券投资集合资金信托计划
SN7204,金蕴56期（恒复）集合资金信托计划
SN7269,中信.诚盛1期管理型风险缓冲证券投资集合资金信托计划
SN7276,陕国投·恒道1号结构化证券投资集合资金信托计划
SN7277,深国投·塔晶老虎1期证券投资集合资金信托计划
SN7278,华宝-塔晶狮王证券投资集合资金信托计划
SN7279,华宝-塔晶狮王二号证券投资集合资金信
SN7292,厦门信托.恒信盈创一期集合资金信托计划
SN7293,厦门信托.恒信盈创二期集合资金信托计划
