registerCode,name
SK7503,平安汇通华诚5号专项资产管理计划
SK7524,财通资产-廊坊银行10号单一客户专项资产管理计划
SK7247,前海金鹰粤通115号专项资产管理计划
SK7401,首誉光控-鲁信海航7号专项资产管理计划
SK7534,招商财富-招商银行-昆明6号平滑基金专项资产管理计划
SK7440,中信建投基金-中国梦3期资产管理计划
SK7514,建信资本赢来赢往湖南1号专项资产管理计划
SK7230,安信基金招商银行比亚迪1号资产管理计划
SK7530,招商财富-招商银行-九江市城市发展建设壹号基金专项资产管理计划
SK7492,工银瑞信投资-宽带资本专项资产管理计划
SK7398,首誉光控-鲁信海航2号专项资产管理计划
SK7523,财通资产-廊坊银行6号单一客户专项资产管理计划
SK7445,财通基金-创新择时1号资产管理计划
SK7396,柏瑞爱建-智睿3号专项资产管理计划
SK7469,前海开源资产龙鑫1号专项资产管理计划
SK7284,华富资管-天翔环境1号结构化专项资产管理计划
SK7522,财通资产-廊坊银行5号单一客户专项资产管理计划
SK7403,兴业财富-西安城镇化基金2号特定多客户专项资产管理计划
SK7510,建信乾元-净享特定多个客户资产管理计划
SK7267,海富通海通财富三号资产管理计划
SK7340,创金合信鹿城1号特定客户资产管理计划
SK7521,华安基金-恒丰银行“稳健收益”混合型组合资产管理计划
SK7448,泰信-合信三号资产管理计划
SK7502,德邦资本冠石资产管理计划（结构化）
SK7372,农银汇理资产-尊享委托24号专项资产管理计划
SK7438,农银汇理资产-深圳龙华有轨电车投资专项资产管理计划
SK7404,融通资本启航128号专项资产管理计划
SK7323,四季丰收之银河资本东兴双盈FOF一期资产管理计划
SK7322,四季丰收之银河资本东兴双盈FOF二期资产管理计划
SK7454,前海金鹰-穗丰1号专项资产管理计划
SK7264,中国人民保险集团股份有限公司委托银华基金管理有限公司绝对收益组合资产管理合同
SK7517,安信乾盛卓悦1号专项资产管理计划
SK7391,招商财富-招商银行-招银长江1号专项资产管理计划
SK7240,博时资本-云谷3号专项资产管理计划
SK7414,中信建投基金鸿帆投资6号资产管理计划
SK7504,乾盛乾新新三板2号专项资产管理计划
SK7480,易方达资产广发9号专项资产管理计划
SK7232,易方达资产广益1号专项资产管理计划
SK7365,北信瑞丰资产瑞信024号专项资产管理计划
SK7529,富安达-江苏银行-安达24号专项资产管理计划
SK7506,南方-金华固定收益1号资产管理计划
SK7423,诺安高正久益2号资产管理计划
SK7335,前海金鹰粤通40号专项资产管理计划
SK7326,前海金鹰穗通1号专项资产管理计划
SK7321,银河资本常盈1号专项资产管理计划
SK7363,兴全睿盈特定策略2号特定多客户资产管理计划
SK7409,前海金鹰粤通131号专项资产管理计划
SK7349,永赢资产-无锡临港装备产业基金专项资产管理计划
SK7318,华安基金-银河资本债券1号资产管理计划
SK7500,天弘联讯惠利6号资产管理计划
SK7505,南方-金华1号资产管理计划
SK7460,建信资本佛山高明建投专项资产管理计划
SK7513,长信-诺信债券6号资产管理计划
SK7388,博时资本-九江农商行1号专项资产管理计划
SK7461,招商财富-招商银行-招银长江产业基金专项资产管理计划
SK7415,中信建投基金鸿帆投资7号资产管理计划
SK7226,长城嘉信百色百投2号专项资产管理计划
SK7133,平安汇通大洋6号专项资产管理计划
﻿SK7461,招商财富-招商银行-招银长江产业基金专项资产管理计划
SK7375,江南万家东方福融1号专项资产管理计划
SK7415,中信建投基金鸿帆投资7号资产管理计划
SK7493,江信基金亿衍资产混合策略2号资产管理计划
SK7243,博时资本-云谷4号专项资产管理计划
SK7399,首誉光控-鲁信海航3号专项资产管理计划
SK7507,农银汇理资产-乌市金融扶贫专项资产管理计划
SK7331,建信资本中建四局8号专项资产管理计划
SK7266,兴业财富-兴利207号单一客户专项资产管理计划
SK7520,长城嘉信智通2号专项资产管理计划
SK7525,北京方正富邦创融资产管理有限公司重庆中新临空产业建设发展基金1期1号专项资产管理计划
SK7400,首誉光控-鲁信海航6号专项资产管理计划
SK7233,易方达资产广益2号专项资产管理计划
SK7360,银河资本-广州农商1号专项资产管理计划
SK7389,中海恒信-共赢22号多个客户专项资产管理计划
SK7518,安信乾盛卓悦2号专项资产管理计划
SK7441,北信瑞丰资产策略精选21号专项资产管理计划
SK6428,国泰元鑫中建投信托融创二期专项资产管理计划
SK7298,中欧盛世汉口银行38号特定多客户资产管理计划
SK7332,国开泰富资管-未来之家专项资产管理计划
SK7008,兴业财富-苏州城镇化基金2号特定多客户专项资产管理计划
SK7067,财通基金-玉泉600号资产管理计划
SK7056,首誉光控-财富公馆15号专项资产管理计划
SK7081,鑫沅资产石嘴山5号专项资产管理计划
SK7069,建信资本赢来赢往北京1号专项资产管理计划
SK7111,招商财富-招商银行-鸿源重庆1号专项资产管理计划
SK7019,招商财富-招商银行-景源西安2号专项资产管理计划
SK7163,建信资本青岛金水专项资产管理计划
SK6906,新华富时启弘1号专项资产管理计划
SK6937,吉祥人寿万能产品2号-工银瑞信基金-农业银行委托投资资产管理合同
SK7132,平安汇通平安金橙财富209号专项资产管理计划
SK7127,浦银安盛资管-桂林银行2号专项资产管理计划
SK7160,建信资本赢来赢往陕西2号专项资产管理计划
SK7171,九泰基金-永乐分级2号资产管理计划
SK7052,首誉光控-财富公馆11号专项资产管理计划
SK7148,浦银安盛资管-浦发银行南京分行5号专项资产管理计划
SK7035,长城嘉信光大石家庄1号专项资产管理计划
SK7095,新华基金动态策略分级1号资产管理计划
S95548,华安资产-兴业银行私人银行理财X8号专项资产管理计划
SK6939,招商财富-招商银行-金源金地3号专项资产管理计划
SK7154,建信基金-江海证券资产管理计划
SK7091,工银瑞信投资-武汉公积金专项资产管理计划
SK7074,工银瑞投-鼎宏6号专项资产管理计划
SK7089,稳中求进系列之银河资本长青1号资产管理计划
SK6963,平安汇通恒赢1号专项资产管理计划
SK7167,北京方正富邦创融资产管理有限公司重庆城市发展基金（涪陵民安佳苑A区安置房）专项资产管理计划
SK7013,瑞元资本华郡投资1号专项资产管理计划
SK7144,农银汇理资产-满市新型城镇化专项资产管理计划
SK7165,兴瀚资管-兴信2号特定多客户专项资产管理计划
SK7039,平安汇通？平安金橙财富221号专项资产管理计划
SK6944,工银瑞信-信宏27号资产管理计划资产管理合同
SK7079,瑞元资本瑞腾投资13号专项资产管理计划
SK6889,方正富邦-建行1号专项资产管理计划
SK6965,德邦创新资本德盛1号专项资产管理计划
SK7047,红塔资产瑞信1号专项资产管理计划
SK7104,交银施罗德资管国融专项资产管理计划
SK6860,易方达资产添利3号专项资产管理计划
SK7050,首誉光控-财富公馆9号专项资产管理计划
SK5411,鹏华资产润汇1号6期分级专项资产管理计划
SK7110,农银汇理资产-增利宝14号专项资产管理计划
SK7045,鹏华基金鹏诚理财恒利1号资产管理计划
SK7021,新华富时赣银青原基金专项资产管理计划
SK7076,德邦基金-招商银行-瑞华定增2号资产管理计划
SK6964,首誉光控-鲁信辽滨鑫诚1号专项资产管理计划
SK6903,工银瑞信投资-中原航空港专项资产管理计划
SK7143,信诚-国海惠远1号资产管理计划
SK6945,创金合信-复熙固定收益二期特定客户资产管理计划
SK7001,光大保德信富尊会尊安8号专项资产管理计划
SK6919,农银汇理资产-润实1604号专项资产管理计划
SK6942,国投瑞银资本中投保信裕5号专项资产管理计划
SK7022,招商财富-京智1号专项资产管理计划
SK7070,建信资本赢来赢往陕西1号专项资产管理计划
SK7020,北信瑞丰资产瑞信026号专项资产管理计划
SK7049,中信建投基金洛肯6号资产管理计划
SK7083,鑫沅资产鑫梅花235号专项资产管理计划
SK6975,博时资本-博滨4号专项资产管理计划
SK7053,首誉光控-财富公馆12号专项资产管理计划
SK7017,瑞元资本华郡投资2号专项资产管理计划
SK7087,万家共赢海南1号专项资产管理计划
SK7009,国泓资产-招商银行-佳境地产专项资产管理计划
SK6977,博时资本-博滨5号专项资产管理计划
SK7137,国投瑞银-银华资本稳定增利1号资产管理计划
SK6936,吉祥人寿自有资金2号-工银瑞信基金-农业银行委托投资资产管理合同
SK7128,博时资本-铂睿104号专项资产管理计划
SK7054,首誉光控-财富公馆14号专项资产管理计划
SK7116,新沃基金-硅谷广农1号资产管理计划
SK7072,招商财富-招商银行-架桥合兴专项资产管理计划
SK6881,方正富邦资管-永州经投专项资产管理计划
SK7173,博时浙商1号债券专项资产管理计划
SK7006,农银汇理资产-尊享委托25号专项资产管理计划
SK7112,泰达宏利-财富证券定增2号
SK7092,工银瑞信投资-大江东格力专项资产管理计划
SK7051,首誉光控-财富公馆10号专项资产管理计划
SK6882,方正富邦-天安8号专项资产管理计划
SK6181,稳中求进系列之银河资本长青2号资产管理计划
SK6851,元达信资本暖流稳盈1号专项资产管理计划
SK7005,千石资本-鑫宝485号资产管理计划
SK7018,北信瑞丰资产瑞信013号专项资产管理计划
SK7003,光大保德信富尊会尊安9号专项资产管理计划
SK7179,元达信资本易盛2号专项资产管理计划
﻿SK6795,鑫沅资产贵银1号专项资产管理计划
SK6584,招商财富-招商银行-上海金诚1号专项资产管理计划
SK6757,浦发沈阳分行-东海瑞京-海融23号专项资产管理计划
SK6666,嘉实资本广州农商珠江2号专项资产管理计划
SK6765,金元百利嘉兴1号专项资产管理计划
SK6793,元达信资本易盛1号专项资产管理计划
SK6792,中信建投基金钜融安心3号资产管理计划
SK6704,首誉光控-余姚交投3号专项资产管理计划
SK6776,鹏华资产大岩定增君信一号资产管理计划
SK6735,创金合信—广信1号特定客户资产管理计划
SK6800,瑞元资本瑞腾投资10号专项资产管理计划
SK6769,华富资管-锦州1号专项资产管理计划
SK6791,招商财富-招商银行-华丰28号专项资产管理计划
SK6726,新沃基金-东方19号资产管理计划
SK6714,创金合信-招商银行-中惠定鑫55号资产管理计划
SK6557,江信基金聚财72号资产管理计划
SK6677,招商财富温商1号专项资产管理计划
SK6806,国联安-万业2号资产管理计划
SK6754,天弘东兴精选定增1号资产管理计划
SK6635,长盛-长信2号特定资产管理计划
SK6682,新华富时富达1号专项资产管理计划
SK6646,招商财富-汇通达专项资产管理计划
SK6807,长城嘉锐天津4号专项资产管理计划
SK6729,信达新兴资产-隆信房地产专项资产管理计划
SK6770,鑫沅资产鑫益3号专项资产管理计划
SK6556,鑫沅资产祥鑫1号专项资产管理计划
SK6796,鑫沅资产鑫梅花289号专项资产管理计划
SK6802,瑞元资本瑞腾投资11号专项资产管理计划
SK6686,新华富时富达2号专项资产管理计划
SK6767,富安达京江尚瑞14号专项资产管理计划
SK6753,博时资本-江苏银行-深圳1号专项资产管理计划
SK6818,兴业财富-兴利198号单一客户专项资产管理计划
SK6803,农银汇理资产-阿盟兴边福民专项资产管理计划
SK6676,平安汇通普惠133号专项资产管理计划
SK6768,中信建投基金荣成农商资产管理计划
SK6480,信达新兴资产武汉当代科技股权投资专项资产管理计划
SK6654,招商财富-招商银行-金源仁恒1号专项资产管理计划
SK6789,海富通天泽金牛1号分级资产管理计划
SK6805,国联安-智信成长3号资产管理计划
SK6787,中信建投基金钜融安心2号资产管理计划
SK6799,建信资本本溪城投专项资产管理计划
SK6700,博时基金银华资本债券资产管理计划
SK6721,鹏华资产海纳百川C期专项资产管理计划
SK6730,北信瑞丰资产汇达1号专项资产管理计划
SK6606,建信龙粤挂钩13号特定多个客户资产管理计划
SK6794,平安汇通恒泰安恒定增1号特定客户资产管理计划
SK6745,万家共赢含光42号三峡资产管理计划
SK6689,嘉实资本-耀之强债1号资产管理计划
SK6797,鑫沅资产鑫梅花127号专项资产管理计划
SK6742,博时资本-铂锭393号专项资产管理计划
SK6778,财通基金-金色木棉定增5号资产管理计划
SK6760,平安大华金橙财富稳盈506号资产管理计划
S91791,中邮创业-量化灵活配置1号资产管理计划
SK6649,北银丰业京英专项资产管理计划
SK6430,东海瑞京-瑞海21号专项资产管理计划
SK6277,首誉光控-中建投富通1号专项资产管理计划
SK6456,财通基金-富春定增1107号资产管理计划
SK6444,嘉实资本金元23号专项资产管理计划
SK6439,兴业财富-兴金360号单一客户专项资产管理计划
SK6359,鑫沅资产鑫华2号专项资产管理计划
SK6305,嘉实资本京华十二号专项资产管理计划
SK6219,申万菱信新毅创赢1号资产管理计划
SK6232,博时资本-云谷2号专项资产管理计划
SK6372,长江财富-阳光98号专项资产管理计划
SK6457,财通基金-富春定增宝利21号资产管理计划
SK6389,国投瑞银资本盛世景新策略1号专项资产管理计划
SK6388,诺德基金千金107定向增发
SK6284,首誉光控-中建投天房1号专项资产管理计划
SK6406,兴业财富-重庆城镇化基金1号特定多客户专项资产管理计划
SK6303,瑞元资本浦发银行浦瑞投资23号专项资产管理计划
SK6432,汇添富-稳利添富牛79号资产管理计划
SK6327,嘉实资本-琥珀8号2期资产管理计划
SK6283,前海开源乾立亨1号资产管理计划
SK6464,鑫沅资产鑫梅花214号专项资产管理计划
SK6429,鑫沅资产鑫梅花304号专项资产管理计划
SK6364,平安大华玉兰一号资产管理计划
SK6242,大成创新资本-招商银行-金增富专项资产管理计划
SK6488,前海开源久久益2号资产管理计划
SK6465,富诚海富通富安六号专项资产管理计划
SK6290,嘉实资本至尊48号专项资产管理计划
SK6460,鑫沅资产鑫梅花305号专项资产管理计划
SK6345,平安汇通平安金橙财富稳盈505号专项资产管理计划
SK6238,兴业财富-兴金325号单一客户专项资产管理计划
SK6375,长江财富-阳光100号专项资产管理计划
SK6462,鑫沅资产长沅3号专项资产管理计划
SK6384,天弘创新长农1号专项资产管理计划
S87034,兴全睿银2号专项资产管理计划
SK6302,新沃基金—光大银行—三度星和纯债3号（分级）资产管理计划
SK6415,红塔资产亿利1号专项资产管理计划
SK6266,兴瀚资管-兴聚100号单一客户专项资产管理计划
SK6258,北银丰业北润21号专项资产管理计划
SK6356,前海金鹰粤通64号单一客户专项资产管理计划
SK6180,嘉实资本稳健40号专项资产管理计划
SK6467,安信乾盛乾海1号专项资产管理计划
SK5585,易方达资产智慧城市二号专项资产管理计划
SK6463,鑫沅资产鑫梅花274号专项资产管理计划
SK6179,嘉实资本稳健39号专项资产管理计划
SK6469,平安汇通添盈专享196期专项资产管理计划
SK6286,嘉实资本极光3号专项资产管理计划
SK6472,平安汇通景致49号专项资产管理计划
﻿SK6311,鑫沅资产海门江涌1号专项资产管理计划
SK6286,嘉实资本极光3号专项资产管理计划
SK6471,平安汇通景致50号专项资产管理计划
SK6476,创金合信上海交大基金会1号鹏扬资产管理计划
SK6409,华安基金永嘉1号资产管理计划
SK6423,银河资本-中和明德日昇3号资产管理计划
SK6413,工银瑞信投资-奇虎360专项资产管理计划
SK6468,长城嘉信银通1号专项资产管理计划
SK6370,长江财富-阳光96号专项资产管理计划
SK6408,博时资本-常州武进园林专项资产管理计划
SK6207,招商财富-远航平安5号专项资产管理计划
SK6397,平安汇通国富量化1号专项资产管理计划
SK6447,易方达资产智慧城市一号单一客户专项资产管理计划
SK6261,北信瑞丰资产瑞信014号专项资产管理计划
SK6455,财通基金-富春定增1007号资产管理计划
SK6301,新沃基金—光大银行—三度星和纯债2号（分级）资产管理计划
SK6399,首誉光控-融誉7号专项资产管理计划
SK6331,英大资本-盛世中天并购1号专项资产管理计划
SK6418,华安-仁和清风2号资产管理计划
SK6289,招商财富-招商银行-金源万科10号专项资产管理计划
SK5407,鹏华资产海纳百川C期1号专项资产管理计划
SK6458,鑫沅资产鑫梅花260号专项资产管理计划
SK6344,平安汇通安赢汇富87号资产管理计划
SK6424,兴业财富-兴金363号单一客户专项资产管理计划
SK6473,平安汇通华源10号专项资产管理计划
SK6376,中欧盛世渤银收益1号单一客户专项资产管理计划
SK6300,新沃基金—光大银行—三度星和纯债1号（分级）资产管理计划
SK6353,易方达资产博时资本债券增强1号资产管理计划
SK6434,易方达资产广融6号资产管理计划
SK6452,平安汇通盛世定增2号特定客户资产管理计划
SK6263,北信瑞丰资产优享2号专项资产管理计划
SK6373,长江财富-阳光99号专项资产管理计划
SK6474,富诚海富通灵均投资五期专项资产管理计划
SK6348,兴瀚资管-兴展67号单一客户专项资产管理计划
SK6477,农银汇理资产-兴盟金融扶贫专项资产管理计划
SK6461,鑫沅资产长沅2号专项资产管理计划
SK6459,鑫沅资产鑫梅花265号专项资产管理计划
SK6371,长江财富-阳光97号专项资产管理计划
SK6260,德邦创新资本荣新3号专项资产管理计划
SK6453,汇添富-债添利56号资产管理计划
SK6445,富诚海富通富安一号专项资产管理计划
SK6487,前海开源久久益1号资产管理计划
SK6363,中欧盛世浙商1号专项资产管理计划
SK6478,鑫沅资产鑫梅花292号专项资产管理计划
SK6470,平安汇通普惠132号专项资产管理计划
SK6386,光大保德信星和债券分级1号资产管理计划
SK6146,鑫沅资产鑫梅花197号专项资产管理计划
SK6151,鑫沅资产鑫梅花161号专项资产管理计划
SK6022,中欧盛世海通财富安泰二期专项资产管理计划
SK4357,鹏华资产大岩定增君信一号1期资产管理计划
SK6102,九泰基金-非凡定增分级1号资产管理计划
SK6032,红塔资产兴攀1号专项资产管理计划
SK6169,博时资本-收益增强16号专项资产管理计划
SK5969,中信建投基金华溢纯债1号资产管理计划
SK6154,建信资本烟台巨力精细化工专项资产管理计划
SK6111,工银瑞信投资-厦门象屿专项资产管理计划
SK6126,中海恒信-启胜2号单一客户专项资产管理计划
SK6033,招商财富汇赢13号第五期专项资产管理计划
SK4360,鹏华资产中环协信B类3号专项资产管理计划
SK6149,鑫沅资产贵银3号专项资产管理计划
SK5951,浦银安盛资管-惠赢6号专项资产管理计划
SK6097,中银资产-富葵精密2号资产管理计划
SK6113,长安合晟69号债券分级资产管理计划
SK6035,华安资产恒祥1号专项资产管理计划
SK5944,富国基金专享11号债券型资产管理计划
SK6026,中信建投基金天成1号资产管理计划
SK5940,博时资本-云谷1号专项资产管理计划
SK6148,鑫沅资产金梅花99号专项资产管理计划
SK6168,博时资本-收益增强18号专项资产管理计划
SK6140,兴业财富-兴富43号六期单一客户资产管理计划
SK6132,财通基金-富春定增宝利24号资产管理计划
SK4358,鹏华资产中环协信B类2号专项资产管理计划
SK5920,金元顺安九州睿盈12号资产管理计划
SK6136,兴业财富-兴金319号特定多客户专项资产管理计划
SK6120,招商财富-招商银行-宏泰东莞1号专项资产管理计划
SK6134,长江财富-中电科国元产业基金专项资产管理计划
SK5990,瑞元资本瑞腾投资16号专项资产管理计划
SK4356,鹏华资产大岩定增君信一号2期资产管理计划
SK6038,瑞元资本华金智盈投资2号专项资产管理计划
SK6042,建信资本汇利10号专项资产管理计划
SK6152,建信资本南湖新市镇专项资产管理计划
SK6167,博时资本-收益增强15号专项资产管理计划
SK6044,交银施罗德资管国盛十一号专项资产管理计划
SK5874,嘉实资本嘉盈十九期专项资产管理计划
SK6041,建信资本汇利8号专项资产管理计划
SK6086,永赢资产-禾丰致远五期资产管理计划
SK5987,瑞元资本瑞腾投资4号专项资产管理计划
SK6133,德邦创新资本德成1号专项资产管理计划
SK6125,富安达合肥恒大专项资产管理计划
SK6043,建信资本汇利9号专项资产管理计划
SK6158,鑫沅资产鑫梅花224号专项资产管理计划
SK6072,北信瑞丰基金源乐晟晟盈1号资产管理计划
SK6144,建信资本启创置业专项资产管理计划
SK5994,诺安资管盛世51号专项资产管理计划
SK6127,华安资产-中惠定增2号分级资产管理计划
SK6025,博时基金-黄金1号资产管理计划
SK6065,鑫沅资产-爽鑫3号专项资产管理计划
SK6157,鑫盈1号资产管理计划
SK4359,鹏华资产中环协信B类1号专项资产管理计划
SK5842,财通基金-永银定增5号资产管理计划
﻿SK5781,泰信洛肯1号资产管理计划
SK5842,财通基金-永银定增5号资产管理计划
SK5684,首誉光控-世茂地产10号专项资产管理计划
SK5862,招商财富-招商银行-昆明5号平滑基金专项资产管理计划
SK5828,工银瑞信投资-盈峰环保专项资产管理计划
S91762,中邮-工行私行1号债券型资产管理计划
SK5503,天弘创新弘赢6号专项资产管理计划
SK5808,平安汇通平安金橙财富稳盈475号专项资产管理计划
SK5831,财通基金-富春上益定增3号资产管理计划
SK5693,主题精选系列之银河资本-富善优享9号资产管理计划
SK5804,交银施罗德资管国元3号专项资产管理计划
SK5822,中信建投稳健价值12号资产管理计划
SK5679,大成创新资本古木聚福定增1号资产管理计划
SK5493,光大保德信-中信建投6号资产管理计划
SK5635,家业常青816号-罗孝平专项资产管理计划
SK5749,家业常青865号-袁莉专项资产管理计划
SK5836,北信瑞丰资产丰润20号资产管理计划
SK5791,国泓资产-泓惠1号单一客户专项资产管理计划
S93319,创金合信昭尊3号资产管理计划
SK5707,大成创新资本-广州承兴13号应收账款专项资产管理计划
SK5837,财通基金-富春上益定增5号资产管理计划
SK5810,长安辰阳乾丰26号分级资产管理计划
SK5823,北信瑞丰资产丰润17号资产管理计划
SK5835,财通基金-富春上益定增4号资产管理计划
SK5844,创金合信基金-招商银行-睿致达仁1号资产管理计划
SK5783,易方达资产华宝聚博专项资产管理计划
SK5696,北信瑞丰-定增稳利锦绣4号资产管理计划
SK5821,天弘基金粤嘉定增1号资产管理计划
SK5797,前海金鹰粤通123号专项资产管理计划
SK5841,国联安-新宏1号资产管理计划
SK5671,江信基金聚财71号资产管理计划
SK5854,金鹰航富泰盈穗通定增152号资产管理计划
SK5771,招商财富民生南昌分行1号专项资产管理计划
SK5612,创金合信华融莱商2号资产管理计划
SK5595,泰达宏利中益定向增发专户分级资产管理计划18号
SK5681,兴业财富-兴富43号六期单一客户专项资产管理计划
SK5777,北银丰业包商1号专项资产管理计划
SK5847,前海开源盛世同赢7号资产管理计划
SK5829,长信-广东农信普惠债券型1号资产管理计划
SK5834,国联安-弘尚资产同享共赢2号资产管理计划
SK5728,永赢资产—环岛南路产业基金专项资产管理计划
SK5703,易方达-江海证券混合1号资产管理计划
SK5579,博时资本-中信证券债券多策略3号专项资产管理计划
SK5724,易方达资产中投聚盈2号资产管理计划
SK5850,元达信资本-深圳平安大华汇通专项资产管理计划
SK5794,工银瑞信-鑫沅资产-信宏33号资产管理合同
SK5805,财通资产-美誉2号特定多个客户专项资产管理计划
SK5809,招商财富-招商银行-长安海外投资专项资产管理计划
SK5839,新华富时合利20号专项资产管理计划
SK5830,北信瑞丰资产丰润19号资产管理计划
SK5759,红塔资产云中2号专项资产管理计划
SK5795,江信基金聚富1号资产管理计划
SK5734,招商财富-招商银行-金源碧玺7号专项资产管理计划
SK5663,江信基金聚财70号资产管理计划
SK5651,中海恒信-共赢18号多个客户专项资产管理计划
SK5846,招商财富-招商银行-常州城市发展建设基金专项资产管理计划
SK5786,农银汇理资产-增利宝12号专项资产管理计划
SK5840,财通基金-富春上益定增6号资产管理计划
SK5789,建信智能领享1号特定多个客户资产管理计划
SK5843,建信资本吐鲁番国投专项资产管理计划
SK5806,北信瑞丰平安银行神州资本定海神针1号定增组合资产管理计划
S96361,博时基金—交通银行货币增强资产管理计划
SK5855,前海金鹰粤通124号单一客户专项资产管理计划
SK5845,前海开源榕树定增23号资产管理计划
SK5790,长信基金-浦发银行-聚富10号资产管理计划
SK5767,博时基金-博时资本债券多策略资产管理计划
SK5690,兴业财富-兴隆74号单一客户专项资产管理计划
SK5685,首誉光控-世茂地产11号专项资产管理计划
SK5774,建信资本善融财富稳盈宁波1号专项资产管理计划
SK5667,融通资本浦厦1号专项资产管理计划
SK5802,富国资产营口银行1号专项资产管理计划
SK5826,北信瑞丰资产丰润18号资产管理计划
SK5849,创金合信-复熙固定收益三期分级资产管理计划
SK5695,北信瑞丰资产瑞信025号专项资产管理计划
SK5800,北信瑞丰资产海燕信裕1号专项资产管理计划
SK5803,中融基金-融耀定增7号资产管理计划
S93547,北京千石创富资本管理有限公司-浙商银行鑫宝81号专项资产管理计划
SK3076,国泰元鑫-四川巴中新城建投1号专项资产管理计划
SK5710,新华富时天泰40号专项资产管理计划
SK5811,国投瑞银中融境外投资2号资产管理计划
SK5833,财通基金-富春上益定增2号资产管理计划
SK5340,天弘创新-蚂蚁借呗专项资产管理计划（一期）
SK5142,嘉实资本稳健38号专项资产管理计划
SK5418,大成创新资本古木聚福定增1号C期资产管理计划
SK5453,长安资产-华泰5号专项资产管理计划
SK5320,长江财富-阳光93号专项资产管理计划
S96033,南方基金—交通银行货币增强资产管理计划
SA1342,工银瑞信投资-瑞华国银2号专项资产管理计划
SK5322,长江财富-阳光95号专项资产管理计划
SK5473,海富通宝安二号资产管理计划
SK5456,平安大华高飞2号资产管理计划
SK5176,招商财富-招商银行-延恒1号专项资产管理计划
SK5321,长江财富-阳光94号专项资产管理计划
SA5816,摩根士丹利华鑫基金-建行-华鑫期货资产管理合同
SK5427,大成创新资本古木聚福定增1号D期资产管理计划
SK5391,嘉实资本汇嘉55号专项资产管理计划
SK5469,财通基金-致远定增2号资产管理计划
SK5484,前海金鹰粤通91号专项资产管理计划
SK5475,德邦创新资本民生德润结构化1号专项资产管理计划
SK5457,建信资本新乡平原示范区专项资产管理计划
﻿SK5457,建信资本新乡平原示范区专项资产管理计划
SK5183,嘉实基金-光大银行--阿尔法量化资产管理计划
SK5207,东海瑞京-物流产业并购基金专项资产管理计划
SK5400,华安资产深大通2号资产管理计划
SK5202,汇添富-债添利专户39号资产管理计划
SK5480,富安达耀达1号专项资产管理计划
SK5470,平安汇通华盈1号专项资产管理计划
SK5387,易方达资产易成10号专项资产管理计划
SK5266,九泰基金-大富可交换债资产管理计划
SK5425,大成创新资本古木聚福定增1号E期资产管理计划
SK5434,平安汇通腾利2号专项资产管理计划
SK5462,财通基金-富春对冲66号资产管理计划
SK5254,平安汇通平安金橙财富稳盈485号专项资产管理计划
SK5389,易方达资产浦易1号单一客户专项资产管理计划
SK5460,首誉光控-永盈2号专项资产管理计划
SK5149,汇添富资本-五谷丰登系列-阳光城存量甄选3号专项资产管理计划
S94629,北银丰业华联重组专项资产管理计划
SK5471,浦银安盛资管-浦发银行-呼和浩特分行3号专项资产管理计划
SK5310,北信瑞丰资产策略精选8号专项资产管理计划
SA7970,汇添富-陆家嘴国泰人寿股票委托投资专户1号
SK5155,汇添富资本-五谷丰登系列-阳光城存量甄选4号专项资产管理计划
SK5415,大成创新资本古木聚福定增1号B期资产管理计划
S94628,北银丰业华联并购专项资产管理计划
SK5318,长江财富-阳光91号专项资产管理计划
SK5463,财通基金-富春定增宝利22号资产管理计划
SK5403,信诚基金定丰3号资产管理计划
SK5468,财通基金-致远定增1号资产管理计划
SK5160,招商财富-招商银行-汇融青岛1号专项资产管理计划
SK5458,中欧盛世-桂东农商行纯债1 号资产管理计划
SK5465,财通基金-富春定增传璞2号资产管理计划
SK5472,国泓资产-恒瑞1号专项资产管理计划
SK5317,长江财富-阳光90号专项资产管理计划
SK5476,安信基金华宝信托安心定增资产管理计划
SK5435,平安汇通华融上分1号专项资产管理计划
SK5429,工银瑞信投资-工行私人银行T19号专项资产管理计划
SK5399,华安资产深大通3号资产管理计划
SK5159,创金合信金睿77号特定客户资产管理计划
SK5329,金元百利平顶山1号专项资产管理计划
SK5194,平安汇通平安金橙财富稳盈468号专项资产管理计划
SK5459,首誉光控-永盈1号专项资产管理计划
SK5388,平安汇通平安金橙财富222号专项资产管理计划
SK5447,粤享财富9号-嘉实资本分级基金A份额专项资产管理计划
SA1594,工银瑞信投资-长融国银1号专项资产管理计划 
SK5253,兴全-兴证投资1号特定客户资产管理计划
SK5412,华安资产-雪人股份定增分级资产管理计划
SK5235,国寿安保-鑫源定增5号资产管理计划
SK5479,博时资本-鹏扬纯债专项资产管理计划
SK5485,前海金鹰粤通35号专项资产管理计划
SK5464,财通基金-富春理成定增10号资产管理计划
SK5413,大成创新资本古木聚福定增1号A期资产管理计划
SK5381,平安汇通宝赢10号专项资产管理计划
SK5431,中融资产-恒盈定增10号专项资产管理计划
SK5404,华安资产深大通1号资产管理计划
SK5167,招商财富-银叶稳健2号专项资产管理计划
SA1341,工银瑞信投资-瑞华国银1号专项资产管理计划
SK5398,鑫沅资产贵银2号专项资产管理计划
SK5444,泰信洛肯2号资产管理计划
SK5467,财通基金-玉泉332号资产管理计划
SK5436,平安汇通泽沃五期定制60号专项资产管理计划
