registerCode,name
SN0795,大成基金—卓越8号资产管理计划
SN0563,九泰基金-华融信托-远策定增1号资产管理计划
SN0556,中信建投基金-兴业银行-申万宏源发展财富三号资产管理计划
SN0510,农银汇理资产-债券通8号资产管理计划
SN0615,兴业财富-兴隆85号特定多客户专项资产管理计划
SN0495,新沃新锐特定客户资产管理计划
SN0401,嘉实资本稳健75号专项资产管理计划
SN0405,交银施罗德资管国盛十三号专项资产管理计划
SN0402,嘉实资本广赢三号专项资产管理计划
SN0605,长安长晟华年2号资产管理计划
SN0606,金元顺安青马2号资产管理计划
SN0553,中信建投基金-同惠1号资产管理计划
SN0508,红土创新红石50号定向增发资产管理计划
SA6003,中国太平洋人寿混合偏债产品
SM8622,景顺长城-耀之债期2号资产管理计划
SN0544,方正富邦创融-华富永亨专项资产管理计划
SN0608,九泰基金-泰悦定增1号资产管理计划
SN0610,九泰基金-锐金定增1号资产管理计划
SN0580,中信建投基金-宁乡农商2号资产管理计划
SN0589,申万菱信-招商银行-外贸信托定增2号资产管理计划
SN0596,长信-广东南粤银行1期资产管理计划
SN0494,光大保德信-中信建投9号资产管理计划
SN0548,中信建投基金-兴业银行-申万宏源恒聚9号资产管理计划
SN0555,中信建投基金-同利1号资产管理计划
SN0588,国投瑞银资本申万宏源1号资产管理计划
SM9911,鹏华基金鹏诚宏观策略绝对收益23号资产管理计划
SN0595,方正富邦浦创2号资产管理计划
SN0562,兴业基金-兴富57号单一客户资产管理计划
SN0436,兴业财富-兴金449号单一客户专项资产管理计划
SN0567,九泰基金-金晟定增1号资产管理计划
SN0554,中信建投基金-瑞安农商1号资产管理计划
SN0549,中信建投基金-同惠2号资产管理计划
SN0148,嘉实基金精选FOF1号资产管理计划
SN0316,前海开源沧州明珠定增资产管理计划
SN0261,前海金鹰粤通260号专项资产管理计划
SN0317,前海开源鼎信1号资产管理计划
SN0307,建信智能领享7号特定多个客户资产管理计划
SN0341,红土创新红土紫金1号资产管理计划
SN0300,新华富时民生盈华4号专项资产管理计划
SK9903,诺安资管齐心1号专项资产管理计划
SN0370,国开泰富资管九台九州1号专项资产管理计划
SN0179,嘉实资本尊享10号专项资产管理计划
SN0149,鹏华基金鹏诚多策略绝对收益26号资产管理计划
SN0284,前海金鹰粤通238号专项资产管理计划
SN0373,鹏华基金-鹏鲁1号资产管理计划
SN0319,兴全-广发资管特定客户资产管理计划
SN0366,财通基金-富春定增1091号资产管理计划
SE5984,国泰基金-民生银行优先收益资产管理计划
SN0372,财通基金-朴素资本定增6号资产管理计划
SN0318,华泰柏瑞基金-华光1号资产管理计划
SN0324,红土创新红石38号定向增发资产管理计划
﻿SN0219,新华基金-康达新材定增1号资产管理计划
S93365,金睿23号资产管理计划
SN0363,财通基金-玉泉融创晋信6号资产管理计划
SN0380,易方达瑞投1号资产管理计划
SN0281,财通基金—玉泉682号资产管理计划
SN0211,金元顺安西湖1号资产管理计划
SN0278,安信基金中海稳盈八号资产管理计划
SN0322,金元百利汇达2号专项资产管理计划
SN0291,富国基金-西藏投资资产管理计划（定增专户）
SN0260,国寿财富-惟勤33号专项资产管理计划
SN0362,财通基金-天润资本8号资产管理计划
SN0332,泰达宏利价值成长定向增发566号
SN0299,首誉光控-湖北科技投资1号专项资产管理计划
SN0331,泰达宏利价值成长定向增发570号
SN0106,招商基金-瑞德稳健优选1号特定客户资产管理计划
SN0048,中海恒信-共赢31号多个客户专项资产管理计划
SN0079,华安资产-上银101号专项资产管理计划
S96122,南方资本-江苏银行2号专项资产管理计划
SN0037,中海恒信浙商银行10号单一客户专项资产管理计划
SN0015,嘉实资本-青岛银行1号专项资产管理计划
SN0147,九泰基金-锐盈定增6号资产管理计划
SM9986,嘉实资本稳健74号专项资产管理计划
SN0030,红土创新红石46号定向增发资产管理计划
SN0104,嘉实资本固优MOM资产管理计划
SN0141,兴瀚资管-兴汇8号1期特定多客户专项资产管理计划
SN0054,建信黔悦稳享1号特定多个客户资产管理计划
SN0136,全球对冲基金组合7号资产管理计划
SN0121,创金合信华融桂银6号资产管理计划
SN0018,嘉实资本极光14号专项资产管理计划
SN0137,兴瀚资管-兴聚97号单一客户专项资产管理计划
SN0017,银河资本工银量化恒盛精选E类15期资产管理计划
SN0051,华夏基金-浦银安盛资管1号资产管理计划
SN0134,方正富邦-建行3号专项资产管理计划
SN0034,银华资本-恒鑫1号专项资产管理计划
SN0100,安信基金鸿基3号资产管理计划
SM9966,长安华福债券2号投资组合
SM9952,万家共赢秦农1号专项资产管理计划
SM9934,财通基金-六度金服定增2号资产管理计划
SM9951,富国基金-杭州联合1号资产管理计划
SM9908,国寿财富-财富16号专项资产管理计划
SM9936,大成基金-中信证券-精选5期资产管理计划
SM9809,国寿财富-惟勤18号专项资产管理计划
SM9941,国寿财富-财富17号专项资产管理计划
SM9890,建信资本汇利20号专项资产管理计划
SM9937,建信资本郑州经开区城镇化基金专项资产管理计划
SM9927,新华富时民生盈华17号专项资产管理计划
SM9889,建信资本汇利19号专项资产管理计划
SA7908,汇添富-广发2号资产管理计划
SM9827,信达澳银基金-浦鑫债券1号资产管理计划
SM9815,天弘聪神百鸟朝凤FOF资产管理计划
SM9924,泰达宏利价值成长定向增发541号
SM9957,富国资产-信石1号资产管理计划
SM9959,广发证券-嘉实基金-多策略投资2号资产管理计划
SM9826,兴瀚资管-兴展79号单一客户专项资产管理计划
SM9903,申万菱信-招商银行-外贸信托定增1号资产管理计划
SM9962,上海财通资产-广兆供应链七号特定多个客户专项资产管理计划
SM9853,鹏华资产东方晨星1期资产管理计划
SM9902,博时资本-博滨6号专项资产管理计划
SM9940,长盛创富盛金18号专项资产管理计划
SM9741,兴业财富-兴金384号单一客户专项资产管理计划
SM9938,长盛创富盛金14号专项资产管理计划
SM9879,国寿财富-财富18号专项资产管理计划
SM9857,平安大华金元一号资产管理计划
SM9785,建信龙粤挂钩21号特定多个客户资产管理计划
SM9965,长安基金银叶宏观配置10号投资组合
SM9913,融通-攀枝花商行融信58号特定客户资产管理计划
SM9805,信诚-中信银行债券型资产管理计划
SM9958,广发证券-嘉实基金-固收投资1号资产管理计划
SM9755,兴业财富-兴金411号单一客户专项资产管理计划
SM9837,华泰柏瑞基金-价值增长2号资产管理计划
SM9944,交银施罗德资管远景4号专项资产管理计划
SM9747,方正富邦星通平安定增1号资产管理计划
SM9955,元达信人保资产稳赢5号专项资产管理计划
SM9691,新华富时昱信3号专项资产管理计划
SM9620,申万菱信-申万宏源集团常盈1号资产管理计划
SM7366,易方达资产大健康二号专项资产管理计划
SM9649,农银汇理资产-招商产业投资专项资产管理计划
SM9688,长盛创富盛金16号专项资产管理计划
SM9705,西部利得增盈6号资产管理计划
SM9690,红塔红土美盈森定增特定资产管理计划
SM9684,财通基金-玉泉君享3号资产管理计划
SM9506,添利2号-嘉实资本分级基金A份额专项资产管理计划
SM9678,财通基金-东洋定增2号资产管理计划
SM9642,易方达资产易成23号专项资产管理计划
SA6087,易方达-工行私行3号资产管理计划
SM9675,长盛创富盛金12号专项资产管理计划
SM9610,易方达基金中铁信托量化多策略1号资产管理计划
S97650,嘉实资本汇嘉27号专项资产管理计划
SM9593,平安大华-安赢26号特定客户资产管理计划
SM9698,方正富邦津农商3号专项资产管理计划
SM9647,华安资产-浦发海峡1号专项资产管理计划
SM9634,红塔红土红银稳益特定资产管理计划
SM9609,粤享财富18号-嘉实资本分级基金A份额专项资产管理计划（佛山财富客户尊享）
SM9530,粤享财富17号-嘉实资本智臻三期专项资管计划
SC7282,鹏华基金-工商银行-浙江大学教育基金会资产管理合同
SM9597,首誉光控-衡阳城投1号专项资产管理计划
SM9574,上银瑞金-鸿运32号专项资产管理计划
SA6086,易方达-工行私行2号资产管理计划
SM9650,首誉光控-重庆航发1号专项资产管理计划
SM9567,德邦创新资本-涵妍邮电系列应收账款投资5号专项资产管理计划
﻿SM9694,红土创新红石48号定向增发资产管理计划
SM9685,财通基金-玉泉君享6号资产管理计划
SM9677,财通基金-锦绣定增分级37号资产管理计划
SM9683,财通基金-建发2号资产管理计划
SM9467,工银瑞信投资-江西鑫盛专项资产管理计划
SM9487,财通基金-锦绣定增分级11号资产管理计划
SM9505,创金合信-浦发银行-定鑫95号资产管理计划
SM9492,首誉光控-光盈专项资产管理计划
SM9466,华安资产-华通1号资产管理计划
SM9477,建信陕国投财富尊享32号资产管理计划
SM9485,银河资本万博黄金一期资产管理计划
SM9343,首誉光控-华府天地2号专项资产管理计划
SM9401,建信唐悦稳享2号特定多个客户资产管理计划
SM9409,平安大华善盈1号特定客户资产管理计划
SM9502,中铁宝盈瑞穗可交换私募债1期特定资产管理计划
SM9405,融通-兴业可交换债2号资产管理计划
SM9385,建信宽悦系列白银挂钩3号资产管理计划
SM9497,海富通海通财富七号资产管理计划 
SM9465,九泰基金-嘉禾9号资产管理计划
SM9488,财通基金-恒增鑫享12号资产管理计划
SM9261,工银瑞信-大兴安岭农商行-信宏61号
SM9503,华夏资本-南京锦锡资产管理计划
SM9413,前海金鹰粤通186号专项资产管理计划
SM9447,中信建投基金-兴业银行-申万宏源发展财富二号资产管理计划
SM9452,银华资本-华泰瑞新万达1号专项资产管理计划
SM9402,兴瀚资管-兴展68号单一客户专项资产管理计划
SM9429,金鹰理成穗通定增291号资产管理计划
SA0103,宝盈基金-平安创赢六号特定客户资产管理计划
SM9289,建信—丰信增利资产管理计划
SM9446,中信建投基金-兴业银行-申万宏源丰裕1号资产管理计划
SM9469,招商基金-襄垣农商1号资产管理计划
SM9438,中银基金-外贸信托-EB1号资产管理计划
SM9475,南方基金腾盛量化对冲1号资产管理计划
SM9450,民生加银永赢资产添鑫5号资产管理计划
SM9478,兴瀚资管-兴苏17号单一客户专项资产管理计划
SM9501,财通基金-新三板新机遇1号资产管理计划
SM9377,英大资本-光大银行-恒大鑫华海上威尼斯1号专项资产管理计划
SM9431,华安资产-爱建智汇富达定增2号资产管理计划
SM9194,兴业财富-兴金388号2期单一客户专项资产管理计划
S94998,华夏资本-工行私行7号资产管理计划
SM9145,浦银安盛-浦信盈1号资产管理计划
SM9140,新华富时民生盈华10号专项资产管理计划
SM9195,国泓资产-佳行1号资产管理计划
SM9191,鹏华资产融汇1号资产管理计划
S89477,东海基金-广州证券-金龙10号专户资产管理计划
SM9132,兴瀚资管-兴金51号单一客户专项资产管理计划
SM9208,前海金鹰粤通190号专项资产管理计划
SM9204,财通基金-富利定增分级3号资产管理计划
SM9192,创金合信天奇持股计划1期资产管理计划
SM9187,中铁宝盈理石多策略对冲2号特定资产管理计划
SM9119,大成基金—光大银行海外投资一期投资组合
SM9205,中欧盛世晋江农商银行1号单一客户资产管理计划
SM9200,创金合信鑫享5号资产管理计划
SM9161,东海基金-金龙38号资产管理计划
SM9193,长盛创富盛金13号专项资产管理计划
SM9202,景顺长城基金-黄山建通定增1号资产管理计划
SM9083,金元顺安运河2号资产管理计划
SM9206,前海金鹰粤通240号专项资产管理计划
SM9139,新华富时民生盈华7号专项资产管理计划
SM9197,红塔资产汇通6号资产管理计划
SM9198,鹏华资产鼎泰华宝4号专项资产管理计划
SM9199,创金合信鑫享3号资产管理计划
SM9152,富诚海富通-富贵3号专项资产管理计划
SM9051,中信建投基金方信19号资产管理计划
SM9108,申万菱信-津赢1号资产管理计划
SM9162,华安资产新安添益资产管理计划
SM9201,浦银安盛-汇赢1号资产管理计划
SM9207,创金合信鼎睿2号特定客户资产管理计划
SM8987,汇安基金-兴业银行-平安创赢汇鸿资产管理计划
SM8988,农行-易方达资产睿利7号资产管理计划
SM8986,农行-易方达资产睿利6号资产管理计划
SM8990,东海瑞京-瑞信62号红花岗城投一期专项资产管理计划
SM9019,财通基金-锦绣飞科定增分级19号资产管理计划
SM9014,银河资本-军恒1号资产管理计划
SM8962,天弘金汇定增组合2号资产管理计划
SM8852,融通基金-汇今致睿1号债券特定客户资产管理计划
SM9020,银河资本-理业影视基金2号2期专项资产管理计划
SM8864,嘉实资本稳健73号专项资产管理计划
SM9023,建信资本金智全委托2号专项资产管理计划
SM8931,长盛创富盛金33号专项资产管理计划
SM8850,易方达基金-天弘创新多策略1号资产管理计划
SM9018,财通基金-架桥资本合富4号资产管理计划
SM9022,天弘基金鑫沅资产1号资产管理计划
SM8985,汇安基金-景唐债券1号资产管理计划
SM9017,北信瑞丰基金百瑞13号资产管理计划
SM9003,工银瑞信-中大投资-增宏20号资产管理计划
SM8989,农行-易方达资产睿利8号资产管理计划
SM8894,嘉实资本极光13号专项资产管理计划
SC6253,长城嘉信融信1号专项资产管理计划
SC6200,长城嘉信平安宜居重庆1号专项资产管理计划
S91058,中国人寿保险（集团）公司委托中欧基金管理有限公司固定收益型组合资产管理计划
SM8991,前海开源搜于特定增资产管理计划
SE9275,财通基金-玉泉292号资产管理计划
SM8978,元达信人保资产稳赢4号专项资产管理计划
SM8921,鑫元基金-镇江农商银行-鑫合通35号资产管理计划
S98088,国投瑞银资本海峡中投保恒生电子专项资产管理计划
S90866,中信建投-北京信托-稳健对冲1号资产管理计划
SM8929,长盛创富盛金32号专项资产管理计划
SM8984,农行-易方达资产睿利3号资产管理计划
SM8860,北银丰业大商道2号专项资产管理计划
﻿SM8995,易方达资产-浦发银行-青岛银行1号专项资产管理计划
SC2797,瑞元资本华发投资4号专项资产管理计划
SM8914,方正富邦-建行2号专项资产管理计划
SM8982,农行-易方达资产睿利1号资产管理计划
SM9007,诺德基金千金124号定向增发
SM9001,华安资产浦发哈尔滨1号专项资产管理计划
S87318,富诚海富通荣盛一号专项资产管理计划
SM8735,中融基金-融耀定增18号资产管理计划
SM8797,平安众消科技一期3号专项资产管理计划
SM8809,诺德择时量化对冲公募FOF81号特定客户资产管理计划
SM8834,农银汇理资产-增利宝17号专项资产管理计划
SM8838,创金合信聚鑫5号资产管理计划
SM8788,长盛创富盛金11号专项资产管理计划
SM8729,首誉光控-五矿磁湖科技1号专项资产管理计划
SC4684,金鹰基金-光大银行-穗利1号资产管理计划
S87290,富诚海富通-恒宇天泽-天星资本新三板2号专项资产管理计划
SM8833,北信瑞丰基金丰悦1号资产管理计划
SM8798,财通基金-富春定增1186号资产管理计划
SM8724,易方达资产-招商银行-恒业影业专项资产管理计划
S87319,富诚海富通荣盛三号专项资产管理计划
S87306,富诚海富通均胜共赢十五号专项资产管理计划
SM8029,鹏华基金鹏诚多策略绝对收益25号资产管理计划
SM8835,中信建投基金-兴业银行-广汇盈16号资产管理计划
SM8837,创金合信聚鑫4号资产管理计划
S87289,富诚海富通-恒宇天泽-天星资本新三板1号专项资产管理计划
SM8802,信诚基金定丰19号资产管理计划
S94743,华夏基金-上银海外定向资产管理计划
SM8658,新沃基金-晨光1号资产管理计划
SM8778,诺德基金富利汇通1号特定客户资产管理计划
SM8830,安信基金-华润信托-搜于特定增1号资产管理计划
SM8653,国寿财富-惟勤10号专项资产管理计划
SM8789,长盛创富盛金15号专项资产管理计划
SM8776,浦银安盛资管-浦发银行-呼和浩特分行1号专项资产管理计划
SM8786,嘉实资本中铁1号专项资产管理计划
S87310,富诚海富通稳胜共赢九号专项资产管理计划
SM8784,华安资产汇金专项资产管理计划
SM8793,德邦创新资本华信保理（一期）专项资产管理计划
SM8777,国投瑞银嘉实资本境外投资1号资产管理计划
SM8770,易方达资产-国金1号专项资产管理计划
SM8742,创金合信金睿97号特定客户资产管理计划
SM8601,大成基金—全天候2号投资组合
SM8627,创金合信金睿111号特定客户资产管理计划
SM8467,中邮创业基金-兴业北银丰业资产管理计划
SM8452,泰达宏利价值成长定向增发537号
SM8508,国泰基金－河北银行资产管理计划
SM8599,长盛创富盛金9号专项资产管理计划
SM8469,兴瀚资管-兴赢10号单一客户专项资产管理计划
SA8947,前海金鹰粤通16号专项资产管理计划
SM8608,德邦基金-德泰1号资产管理计划
SM8623,东吴基金蓝石2号资产管理计划
SM8507,华安-国民信托资产管理计划
SM8615,兴业基金-岑溪农商行1号单一客户资产管理计划
SM8438,华润元大资产润宁4号专项资产管理计划
SM8454,华安资产-平华6号专项资产管理计划
SM8621,东吴基金蓝石1号资产管理计划
SM8629,创金合信金睿117号资产管理计划
SM8612,北信瑞丰基金百瑞20号资产管理计划
SM8618,前海金鹰穗锦1号专项资产管理计划
SM8436,兴业财富-禾城？信福宝1号单一客户资产管理计划
SM8577,华安资产-山东建行专项资产管理计划
SM8587,南方紫金1号资产管理计划
SM8619,前海金鹰粤通239号专项资产管理计划
SM8607,安信基金-华能信托-鼎顺定增7号资产管理计划
SH0426,汇添富资本-上银汇富1号专项资产管理计划
SM8542,富国基金-兴业财富2号1期资产管理计划
SM8611,财通基金-东航金融定增宝1号资产管理计划
SM8442,中铁宝盈MOM系列1期特定资产管理计划
SM8546,嘉实资本-兴证国际专项资产管理计划
SM8466,中邮创业基金-宁波北银丰业资产管理计划
SM8484,天弘明泰-弘安定增1号资产管理计划
SM8603,江信基金聚财84号资产管理计划
SM8522,金鹰科闻穗通定增272号资产管理计划
SM8628,创金合信金睿116号资产管理计划
SM8473,工银瑞信投资-浙江瑞元3号专项资产管理计划
SM8626,创金合信合睿1号特定客户资产管理计划
SM8543,平安大华弘创债券2号资产管理计划
SM8523,金鹰穗盈定增238号资产管理计划
SM8518,前海金鹰粤通254号专项资产管理计划
SM8479,南方多策略2号资产管理计划
SM8439,华润元大资产润宁1号专项资产管理计划
SM8455,华安资产-国鑫定增1号资产管理计划
SM8228,长江财富-现代数据股权收益权专项资产管理计划
SM8315,财通基金-富春定增稳盈1号资产管理计划
SM8363,九泰基金-东方锐增1号资产管理计划
SM8422,工银瑞信投资-青岛环海专项资产管理计划
SM8299,新沃-水星101资产管理计划
SM8359,博时资本-铂锭158号专项资产管理计划		
SM8396,银河资本-富善多策略全天候系列资产管理计划
SM8410,兴瀚资管-兴晟150号单一客户专项资产管理计划
SM8245,嘉实基金-赢利2号资产管理计划
SM8311,华福基金-兴运11号资产管理计划
SM8405,九泰基金-仰山定增1号资产管理计划
SM8278,鹏华资产凯撒增持1号资产管理计划
SM8382,国泓资产-福鹿源9号专项资产管理计划
SM8383,工银瑞信投资-稼轩花园专项资产管理计划
SM8233,博时基金-大无畏3号资产管理计划
SM8411,华夏资本-南安农商行合作1号资产管理计划
SM8173,嘉实资本-招商银行-琨玉1号专项资产管理计划
SM8277,兴全睿银5号特定客户资产专项管理计划
SM8419,前海金鹰粤通231号专项资产管理计划
﻿SM8171,嘉实资本金城1号专项资产管理计划
SM8297,新沃基金沃尔核材定增资产管理计划
SM8387,国泓资产-福鹿源10号专项资产管理计划
SM8393,前海开源渤海1号资产管理计划
SA8954,前海金鹰粤通24 号专项资产管理计划
SA8930,前海金鹰-粤财1号专项资产管理计划
SM8391,国泓资产-福鹿源11号专项资产管理计划
SM8317,工银瑞信－安盛天平保险-信宏18号
SM8174,中航基金航行1号资产管理计划
SM8345,泰达宏利-利盈1号
SM8364,天弘弘信1号资产管理计划
SM8360,博时资本-铂锭159号专项资产管理计划		
SM8319,东海瑞京-瑞智2号专项资产管理计划一期
SM8369,泰达宏利价值成长定向增发514号
SM8340,工银瑞信-国投资本-增宏5号资产管理计划
SM8229,易方达资产融发2号专项资产管理计划
SM8389,元达信资本-观富成长资产管理计划
SM8286,北信瑞丰基金百瑞16号资产管理计划
SM8318,富诚海富通华瑞1号专项资产管理计划
SM8333,工银瑞信-国投财务-增宏13号资产管理计划
S99994,安信乾盛第一创业3号特定客户资产管理计划
SM8306,兴业财富-兴利49号单一客户专项资产管理计划
SM8379,国泓资产-福鹿源8号专项资产管理计划
SM8313,华福基金-兴运13号资产管理计划
SM8310,鹏华资产华增2号资产管理计划
SM8172,嘉实资本金合28号专项资产管理计划
SM8420,前海金鹰粤通252号专项资产管理计划
SM8377,华夏基金-中欧盛世1号资产管理计划
SM8418,前海金鹰粤通251号专项资产管理计划
SM8346,华安资产国隽专项资产管理计划
SM8373,华安资产-华泰定增1号资产管理计划
SM8385,金元顺安泰山1号资产管理计划
SM8384,工银瑞信投资-五桂家园专项资产管理计划
SM8341,工银瑞信-大众交通-增宏19号资产管理计划
SM8416,前海金鹰粤通237号专项资产管理计划
SM8386,农银汇理资产-稳健2号资产管理计划
SM8080,华宝兴业磐石二号资产管理计划
SM7955,广发橄榄树量化对冲资产管理计划29号
SM8063,平安大华-合盈27号特定客户资产管理计划
SM8118,泰达宏利利丰1号
SM8164,金鹰南粤穗盈定增5号资产管理计划
SM8155,前海金鹰225号专项资产管理计划
SM8128,金元百利徐州棚改定销房二号分级专项资产管理计划
SM8154,前海金鹰粤通210号专项资产管理计划
SM8159,前海金鹰-广银1号专项资产管理计划
SM8126,建信资本秦皇岛泰盛专项资产管理计划
SM8124,新华富时津海2号专项资产管理计划
SM8075,红土创新红石57号定增资产管理计划
SM8094,德邦德星5号专项资产管理计划
SM8107,前海金鹰粤通216号专项资产管理计划
SM8134,博时资本-博世1号专项资产管理计划
SM8158,长江财富-新阳光1号专项资产管理计划
SM8156,前海金鹰粤通221号专项资产管理计划
S92002,中银基金-兴业银行海外中概美元债券资产管理计划
SM8114,平安大华永盈定增3号资产管理计划
SM8044,前海金鹰粤通204号单一客户专项资产管理计划
SM8127,建信资本沧州渤海骅腾专项资产管理计划
SM7950,前海开源华佳源鑫资产管理计划
SM8115,长盛创富盛金10号专项资产管理计划
SM8111,中信建投基金沂源农商资产管理计划
SM8152,华夏基金-债券增强1号资产管理计划
SM8049,前海开源战略10号资产管理计划
SM8141,易方达基金-平安产险委托投资1号资产管理计划
SM8046,工银瑞信投资-启东祥瑞专项资产管理计划
SM8076,红土创新红石56号定增资产管理计划
SM8129,财通基金-朴素资本定增5号资产管理计划
SM7946,银河资本-齐鲁1号专项资产管理计划
SM7914,天弘创新融慧1号专项资产管理计划
SM7940,融通资本皖流1号资产管理计划
SM7815,财通基金-优选财富VIP尊享定增5号资产管理计划
SM7693,首誉光控-北京亿利金融中心5号楼专项资产管理计划
SM7779,金鹰兵工财务穗盈定增233号资产管理计划
SM7806,银华资本-东莞莞信汇垠专项资产管理计划
SM7802,建信资本海宁皮城专项资产管理计划
SM7812,兴业财富-兴金443号单一客户专项资产管理计划
SM6665,信达新兴资产智信1号专项资产管理计划
SM7611,北银丰业-消费金融债权收益权21号专项资产管理计划
SM7708,中融基金-融耀定增17号资产管理计划
SM7754,德邦创新资本荣新7号专项资产管理计划
SM7817,财通基金-定增驱动8号资产管理计划
SM7767,圆信永丰强债1号资产管理计划
SM7780,金鹰兵工财务穗盈定增234号资产管理计划
SM7715,工银瑞信投资-河北沧州港专项资产管理计划
SM7788,财通资产-河南华晶特定多个客户专项资产管理计划
SM7810,广发基金-赢利1号资产管理计划
SM7822,兴业财富-兴金354号单一客户专项资产管理计划
SM7803,建信资本乌鲁木齐经开国投专项资产管理计划
SM7805,建信资本沁北建投专项资产管理计划
SM7821,信诚基金达欣5号资产管理计划
SM7744,银河资本-兴证私行黄钻1号资产管理计划
SM7774,国泓资产-福鹿源7号专项资产管理计划
SM7826,农银汇理资产-增利宝贵州1号专项资产管理计划
SA2474,建信贵州银行债市精选1号资产管理计划
SM7694,嘉实资本稳健72号专项资产管理计划
SM4194,博时安鑫收益1号资产管理计划
SM7797,农银汇理资产-稳健4号资产管理计划
S89075,东方基金-民生银行-民生加银资本定增优选4号资产管理计划
SM7757,国泓资产-福鹿源6号专项资产管理计划
SM7808,鑫元基金-福建海峡银行-鑫合通23号资产管理计划
SM7820,鹏华资产一村资本1号资产管理计划
﻿SM7732,北银丰业-消费金融债权收益权19号专项资产管理计划
SM7808,鑫元基金-福建海峡银行-鑫合通23号资产管理计划
SM7820,鹏华资产一村资本1号资产管理计划
SM7730,华安资产-陕国投8号资产管理计划
SM7799,兴业财富-兴利240号单一客户专项资产管理计划
SM7785,万家共赢好当家专项资产管理计划
SM7796,万家债券创新2号资产管理计划
SM7557,中海恒信-共赢25号多个客户专项资产管理计划
S91801,中金基金-张洁专户
SM7518,华泰柏瑞基金-价值回报1号资产管理计划
SM7655,新华富时津海1号专项资产管理计划
SM7649,华夏基金睿磐1号资产管理计划
SM7592,易方达资产豫粮1号专项资产管理计划
SM7633,易方达资产易发12号专项资产管理计划
SM7670,步步为盈1号资产管理计划
SM7575,德邦创新资本-阳光城（一期）专项资产管理计划
SM7657,易方达-中信银行债券型资产管理计划
SM7660,北信瑞丰北极星1号资产管理计划
SM7663,农银汇理资产-稳健5号资产管理计划
SM7538,北信瑞丰基金丰庆165号资产管理计划
SM7533,创金合信慧选3号量化多策略资产管理计划
SM7687,前海金鹰天安8号专项资产管理计划
SM7682,浦银安盛资管-浦发银行银川分行2号专项资产管理计划
SM7486,方正富邦利盈4号专项资产管理计划
SM7584,德邦创新资本-乾兴1号专项资产管理计划
SM7516,富安达皖东1号专项资产管理计划
SM7562,易方达资产易成8号专项资产管理计划
SM7651,交银施罗德资管国利61号专项资产管理计划
SM7642,鹏华资产睿进6号资产管理计划
SM7656,工银瑞信信宏21号资产管理计划
SM7541,财通基金-富春定增禧享3号资产管理计划
SM7652,华富资管-兴盛4号专项资产管理计划
SM7661,博时资本-南方基金-固收投资3号资产管理计划
SM7636,永赢资产-路桥交通建设产业基金二期专项资产管理计划
SM7580,方正富邦-邦盈2号专项资产管理计划
SM7646,国泓资产-福鹿源5号专项资产管理计划
SM7638,诺德择时量化对冲公募FOF82号特定客户资产管理计划
SM5246,国瑞资本海外对冲基金精选1号专项资产管理计划
SM7602,金元顺安中技2号资产管理计划
SM7604,金元顺安中技4号资产管理计划
SM7569,华宝兴业绝对收益一号资产管理计划
SM7674,天弘创新阜阳农业发展壹号基金专项资产管理计划
SM7603,金元顺安中技3号资产管理计划
SM7572,英大资本-谷欣资产一期1号专项资产管理计划（分级）
SM7689,长城嘉信-长飞1号专项资产管理计划
SM7681,中信建投基金-国睿融创7号资产管理计划
SM7530,财通资产-中粮地产深圳云景国际特定多个客户专项资产管理计划二期
SM7587,华商稳安策略1号资产管理计划
SM7578,中海恒信-共赢32号多个客户专项资产管理计划
SM7672,广发德鑫1号资产管理计划
SM7561,中海恒信-共赢26号多个客户专项资产管理计划
SM7577,嘉实资本嘉盛挂钩39号专项资产管理计划
SM7594,长盛基金英大信托1号资产管理计划
SM7574,嘉实资本嘉盛挂钩38号专项资产管理计划
SM7607,银华资本-粤鑫4号专项资产管理计划
SM7644,财通基金-上海银行-富春定增1188号资产管理计划
SM7662,金元百利祥云1号专项资产管理计划
SM7637,中欧盛世泰康资产安享1号资产管理计划
SM7617,天弘民德定增组合1号资产管理计划
SM7664,工银瑞信信宏59号资产管理计划
SM7684,华商成长优选9号资产管理计划
SM7605,金元顺安中技5号资产管理计划
SM7579,鹏华宏明均衡FOFB专项资产管理计划
SM7601,金元顺安中技1号资产管理计划
SM7628,华安资产豫光金铅定增资产管理计划
SM7493,华夏基金睿磐2号资产管理计划
SM7669,信诚基金定丰1号资产管理计划
S93336,创金合信金睿19号特定客户资产管理计划
SM7599,方正富邦创融-九台万方2号专项资产管理计划
SM7582,北银丰业力勤投资1号专项资产管理计划
SC3493,诺安丰钰3期资产管理计划
SM7294,柏瑞爱建-智睿4号专项资产管理计划
SM7473,农银汇理资产-北京行政副中心专项资产管理计划
SL3437,嘉实沪深港1号资产管理计划
SM7412,信诚基金定丰9号资产管理计划
SM7334,中信建投基金-申万宏源德清一号资产管理计划
SM7471,建信资本纯债FOF专项资产管理计划
SE9195,财通基金-御富1号资产管理计划
SM7376,新华基金-柏堡龙定增1号资产管理计划
SM7456,中国太平洋人寿股票指数型产品委托投资资产管理合同
SM7419,财通基金-富春定增1099号资产管理计划
SM7401,金鹰六度穗通定增260号资产管理计划
SM7398,华富资管-丰饶3号专项资产管理计划
SM7454,国泰元鑫山东路桥龙青公路专项资产管理计划
SA1961,平安大华安赢汇富19号特定客户资产管理计划
SM7428,鑫元基金-红塔银行-鑫合通25号资产管理计划
